row_id,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value
73,0.0012413039951132846,0,---,contact,'unknown',---,month,'may',--,day,'5'
74,0.0021197662800845674,0,,,,,,,,,
75,0.0016253981185974438,0,---,month,'may',---,contact,'unknown',--,duration,'176'
76,0.0035005834948941164,0,,,,,,,,,
77,0.009232112223923691,0,,,,,,,,,
78,0.003788341535827592,0,,,,,,,,,
79,0.003227822298242409,0,,,,,,,,,
80,0.002267186275552426,0,,,,,,,,,
81,0.007511875773900845,0,,,,,,,,,
82,0.0009641654409565488,0,---,duration,'20',---,month,'may',--,day,'5'
83,0.43212779392504985,0,+++,duration,'1042',--,contact,'unknown',--,month,'may'
84,0.0017711286781128158,0,---,month,'may',---,contact,'unknown',--,duration,'246'
85,0.04549574954959758,0,,,,,,,,,
86,0.43889964803612036,0,+++,duration,'1467',--,contact,'unknown',--,month,'may'
87,0.47478028282774914,0,+++,duration,'1389',--,month,'may',--,contact,'unknown'
88,0.0021028917433639073,0,,,,,,,,,
89,0.0008558482570839304,0,---,contact,'unknown',---,month,'may',--,duration,'180'
90,0.001029367224773447,0,---,duration,'48',--,month,'may',--,contact,'unknown'
91,0.0014377361165391176,0,---,contact,'unknown',---,month,'may',--,duration,'213'
92,0.14387153601083238,0,,,,,,,,,
93,0.0020302972388143354,0,,,,,,,,,
94,0.0045998359597895135,0,,,,,,,,,
95,0.012133461768088043,0,,,,,,,,,
96,0.006601610804983122,0,,,,,,,,,
97,0.002296670353478367,0,,,,,,,,,
98,0.0017804932346405637,0,,,,,,,,,
99,0.001530262840660316,0,---,contact,'unknown',---,month,'may',--,duration,'197'
100,0.0013800531466289187,0,---,contact,'unknown',---,month,'may',--,duration,'257'
101,0.0017307033973792969,0,---,month,'may',---,duration,'124',--,contact,'unknown'
102,0.0018073563067597404,0,,,,,,,,,
103,0.0006835069822367632,0,---,duration,'55',---,month,'may',--,contact,'unknown'
104,0.01680194802075945,0,,,,,,,,,
105,0.0012633758778876256,0,---,month,'may',---,contact,'unknown',--,duration,'197'
106,0.0018841307383076374,0,,,,,,,,,
107,0.0008748779062344284,0,---,duration,'21',--,month,'may',--,contact,'unknown'
108,0.10033480981937182,0,,,,,,,,,
109,0.217567568643663,0,,,,,,,,,
110,0.0038486502658465578,0,,,,,,,,,
111,0.0025614200993854114,0,,,,,,,,,
112,0.0009095980968589228,0,---,contact,'unknown',--,month,'may',--,duration,'212'
113,0.002437979849532824,0,,,,,,,,,
114,0.002564530423951904,0,,,,,,,,,
115,0.0015783305973816582,0,---,contact,'unknown',---,month,'may',--,duration,'247'
116,0.07817093300554119,0,,,,,,,,,
117,0.003915180357788079,0,,,,,,,,,
118,0.006995524262285676,0,,,,,,,,,
119,0.0015688956355152572,0,---,month,'may',---,duration,'98',--,contact,'unknown'
120,0.021498024642795193,0,,,,,,,,,
121,0.0011403019394907329,0,---,month,'may',---,duration,'79',--,contact,'unknown'
122,0.0008604872769452203,0,---,contact,'unknown',---,duration,'120',--,month,'may'
123,0.0007886222039753958,0,---,month,'may',---,contact,'unknown',--,duration,'127'
124,0.0025442356100068507,0,,,,,,,,,
125,0.002587628705646447,0,,,,,,,,,
126,0.0024688679998641693,0,,,,,,,,,
127,0.0008953616044412297,0,---,month,'may',---,duration,'78',--,contact,'unknown'
128,0.000920343110600783,0,---,month,'may',---,contact,'unknown',--,duration,'143'
129,0.11228063336740546,0,,,,,,,,,
130,0.1683152522407255,0,,,,,,,,,
131,0.004213978312183153,0,,,,,,,,,
132,0.0021253954242851894,0,,,,,,,,,
133,0.0025690857881692218,0,,,,,,,,,
134,0.004625068669314106,0,,,,,,,,,
135,0.002015138803281522,0,,,,,,,,,
136,0.0012621330064721634,0,---,month,'may',---,contact,'unknown',---,duration,'136'
137,0.0015005466943596773,0,---,duration,'73',--,month,'may',--,contact,'unknown'
138,0.07604795173964064,0,,,,,,,,,
139,0.07158102968797982,0,,,,,,,,,
140,0.0029143819628725505,0,,,,,,,,,
141,0.0037414137467161428,0,,,,,,,,,
142,0.0014365264467220194,0,---,duration,'46',--,month,'may',--,contact,'unknown'
143,0.0011872360060583584,0,---,contact,'unknown',---,month,'may',--,day,'5'
144,0.0018824956925532423,0,,,,,,,,,
145,0.0009879999637567017,0,---,month,'may',---,duration,'71',--,contact,'unknown'
146,0.0014516471183823757,0,---,month,'may',---,contact,'unknown',--,duration,'157'
147,0.0031709043494545894,0,,,,,,,,,
148,0.0010294662553886561,0,---,contact,'unknown',--,month,'may',--,duration,'186'
149,0.07438643337716194,0,,,,,,,,,
150,0.0006975175528010107,0,---,contact,'unknown',---,month,'may',--,duration,'163'
151,0.13082752992818406,0,,,,,,,,,
152,0.20437773088522057,0,,,,,,,,,
153,0.0010618865044262785,0,---,month,'may',---,duration,'85',--,contact,'unknown'
154,0.0014219857900853894,0,---,duration,'114',---,month,'may',---,contact,'unknown'
155,0.0008867247632432153,0,---,month,'may',--,contact,'unknown',--,duration,'114'
156,0.0008720969425289753,0,---,duration,'57',--,month,'may',--,contact,'unknown'
157,0.0033608207124375088,0,,,,,,,,,
158,0.002540552391230861,0,,,,,,,,,
159,0.0015483416176499073,0,---,month,'may',---,duration,'128',--,contact,'unknown'
160,0.0020349048040747587,0,,,,,,,,,
161,0.0018963401193829812,0,,,,,,,,,
162,0.003112816359028633,0,,,,,,,,,
163,0.11270074983670178,0,,,,,,,,,
164,0.003147663088302923,0,,,,,,,,,
165,0.0029574940402612515,0,,,,,,,,,
166,0.0022821152537770713,0,,,,,,,,,
167,0.003362645903711808,0,,,,,,,,,
168,0.23430321197563692,0,,,,,,,,,
169,0.002455319957535622,0,,,,,,,,,
170,0.23681988592789588,0,,,,,,,,,
171,0.002154292353338426,0,,,,,,,,,
172,0.002267463100763239,0,,,,,,,,,
173,0.0028844599778252993,0,,,,,,,,,
174,0.0027713959120864427,0,,,,,,,,,
175,0.01902947393405191,0,,,,,,,,,
176,0.0013722988079159,0,---,contact,'unknown',---,month,'may',--,duration,'179'
177,0.0005052507562265688,0,---,duration,'19',--,month,'may',--,contact,'unknown'
178,0.01329162028687917,0,,,,,,,,,
179,0.21188767499366276,0,,,,,,,,,
180,0.004078327144783418,0,,,,,,,,,
181,0.38382308106022556,0,,,,,,,,,
182,0.24766085133326873,0,,,,,,,,,
183,0.009218864641232317,0,,,,,,,,,
184,0.0012849806500966623,0,---,contact,'unknown',---,month,'may',--,duration,'146'
185,0.0012357174224370071,0,---,contact,'unknown',---,month,'may',--,duration,'167'
186,0.004298430157491112,0,,,,,,,,,
187,0.0025483942223489837,0,,,,,,,,,
188,0.0027329622444315937,0,,,,,,,,,
189,0.12101788858492774,0,,,,,,,,,
190,0.0018521301570039353,0,,,,,,,,,
191,0.0027442898904293618,0,,,,,,,,,
192,0.000908800826856149,0,---,contact,'unknown',---,month,'may',---,duration,'142'
193,0.001556960266567722,0,---,duration,'67',---,month,'may',--,contact,'unknown'
194,0.0030220922979214194,0,,,,,,,,,
195,0.004604766299650544,0,,,,,,,,,
196,0.0022245953537088276,0,,,,,,,,,
197,0.002719209064307013,0,,,,,,,,,
198,0.0026828247906707653,0,,,,,,,,,
199,0.004197093872571808,0,,,,,,,,,
200,0.09263926888146738,0,,,,,,,,,
201,0.002773308175097088,0,,,,,,,,,
202,0.03069653660414055,0,,,,,,,,,
203,0.10845617554738983,0,,,,,,,,,
204,0.02283032187104808,0,,,,,,,,,
205,0.004724227942631628,0,,,,,,,,,
206,0.0008259850144992877,0,---,duration,'42',---,month,'may',--,contact,'unknown'
207,0.002440118686186589,0,,,,,,,,,
208,0.00890527424268695,0,,,,,,,,,
209,0.001492888227592073,0,---,contact,'unknown',---,month,'may',--,duration,'215'
210,0.0016776365844270787,0,---,contact,'unknown',---,month,'may',--,day,'5'
211,0.0011674259503049818,0,---,contact,'unknown',---,month,'may',--,housing,'yes'
212,0.012265840928134562,0,,,,,,,,,
213,0.0024352877404467217,0,,,,,,,,,
214,0.0013299885688403824,0,---,contact,'unknown',---,month,'may',--,day,'5'
215,0.001722790515203847,0,---,contact,'unknown',---,month,'may',--,duration,'168'
216,0.0066200246774262,0,,,,,,,,,
217,0.014636940486943827,0,,,,,,,,,
218,0.008395327857334805,0,,,,,,,,,
219,0.0008908507523128963,0,---,month,'may',---,duration,'127',--,contact,'unknown'
220,0.0032517854705660493,0,,,,,,,,,
221,0.0012014651518945812,0,---,month,'may',---,contact,'unknown',--,duration,'175'
222,0.0033260850646556926,0,,,,,,,,,
223,0.0009658579524392554,0,---,contact,'unknown',---,month,'may',---,duration,'136'
224,0.2539424483749129,0,,,,,,,,,
225,0.0011460130032058236,0,---,month,'may',---,duration,'125',--,contact,'unknown'
226,0.0020475449127090022,0,,,,,,,,,
227,0.000994534254860496,0,---,duration,'27',---,month,'may',--,contact,'unknown'
228,0.008840305335879187,0,,,,,,,,,
229,0.0017623004135446597,0,---,month,'may',---,duration,'124',--,contact,'unknown'
230,0.0005473343245336055,0,---,duration,'18',--,day,'5',--,month,'may'
231,0.20423313497454026,0,,,,,,,,,
232,0.12170049298981891,0,,,,,,,,,
233,0.002196157925214756,0,,,,,,,,,
234,0.0016088139724865194,0,---,contact,'unknown',---,month,'may',--,housing,'yes'
235,0.0005195823992840774,0,---,duration,'40',--,month,'may',--,day,'5'
236,0.0023216118779155787,0,,,,,,,,,
237,0.0006837875313343447,0,---,month,'may',--,duration,'79',--,contact,'unknown'
238,0.00320027309402833,0,,,,,,,,,
239,0.011108701550321278,0,,,,,,,,,
240,0.001271353703633187,0,---,month,'may',---,contact,'unknown',--,duration,'127'
241,0.13625323282130378,0,,,,,,,,,
242,0.001893109168284192,0,,,,,,,,,
243,0.0014931312318658295,0,---,month,'may',--,duration,'117',--,contact,'unknown'
244,0.003244096247365398,0,,,,,,,,,
245,0.01077356235898751,0,,,,,,,,,
246,0.001804663311866637,0,,,,,,,,,
247,0.0006256106316738448,0,---,duration,'39',---,month,'may',--,contact,'unknown'
248,0.003287889242927974,0,,,,,,,,,
249,0.18102223280077703,0,,,,,,,,,
250,0.0010679103790650147,0,---,duration,'50',--,month,'may',--,day,'5'
251,0.0010768485988662919,0,---,month,'may',---,contact,'unknown',--,duration,'181'
252,0.0013549888622671788,0,---,month,'may',---,contact,'unknown',---,duration,'142'
253,0.0032454885705649576,0,,,,,,,,,
254,0.002425462360388008,0,,,,,,,,,
255,0.0029133281507219408,0,,,,,,,,,
256,0.002462674826063045,0,,,,,,,,,
257,0.001719172554619684,0,---,duration,'67',---,month,'may',--,contact,'unknown'
258,0.00266251720304512,0,,,,,,,,,
259,0.002371534249239532,0,,,,,,,,,
260,0.09512873468171155,0,,,,,,,,,
261,0.0023094601200749068,0,,,,,,,,,
262,0.0013721551672812116,0,---,month,'may',---,contact,'unknown',---,duration,'132'
263,0.0019608500740554394,0,,,,,,,,,
264,0.0012701561152663012,0,---,contact,'unknown',---,month,'may',--,duration,'151'
265,0.003635849133981339,0,,,,,,,,,
266,0.0018053191774573684,0,,,,,,,,,
267,0.19735186129016216,0,,,,,,,,,
268,0.0008597661612843422,0,---,month,'may',---,duration,'110',--,contact,'unknown'
269,0.017366476837035728,0,,,,,,,,,
270,0.12692959010844443,0,,,,,,,,,
271,0.3101145766303368,0,,,,,,,,,
272,0.0006120662162651784,0,---,duration,'10',--,month,'may',--,contact,'unknown'
273,0.0020704934098821934,0,,,,,,,,,
274,0.0017694013664534027,0,---,month,'may',--,contact,'unknown',--,duration,'92'
275,0.0008031275772948431,0,---,contact,'unknown',---,month,'may',---,duration,'143'
276,0.0011579156806493665,0,---,contact,'unknown',---,month,'may',--,duration,'189'
277,0.004187496139744987,0,,,,,,,,,
278,0.0014654310031269372,0,---,month,'may',---,duration,'75',--,contact,'unknown'
279,0.003052418928821946,0,,,,,,,,,
280,0.09861428804380852,0,,,,,,,,,
281,0.0004142259720149356,0,---,duration,'55',--,month,'may',--,contact,'unknown'
282,0.003502619313192018,0,,,,,,,,,
283,0.0009075539990709989,0,---,contact,'unknown',---,month,'may',--,duration,'156'
284,0.0009204502399528071,0,---,duration,'5',--,month,'may',--,day,'5'
285,0.003943778107096679,0,,,,,,,,,
286,0.0011689269154258632,0,---,month,'may',---,duration,'125',---,contact,'unknown'
287,0.0010327798561475747,0,---,duration,'2',---,month,'may',--,contact,'unknown'
288,0.0028245377204185445,0,,,,,,,,,
289,0.0011364151981447885,0,---,contact,'unknown',---,month,'may',--,duration,'164'
290,0.0014208282768358755,0,---,month,'may',---,contact,'unknown',--,duration,'98'
291,0.1414233869944866,0,,,,,,,,,
292,0.0036409635467235927,0,,,,,,,,,
293,0.001024176341769253,0,---,contact,'unknown',---,duration,'120',---,month,'may'
294,0.0028785217282828366,0,,,,,,,,,
295,0.005067966477654584,0,,,,,,,,,
296,0.0016143619952487481,0,---,contact,'unknown',---,month,'may',--,duration,'200'
297,0.0022145769706110657,0,,,,,,,,,
298,0.0013073740783952185,0,---,month,'may',---,duration,'126',--,contact,'unknown'
299,0.0016317370888548567,0,---,duration,'65',---,month,'may',++,balance,'792'
300,0.0010126301747745872,0,---,month,'may',---,duration,'107',--,contact,'unknown'
301,0.0019036697471549084,0,,,,,,,,,
302,0.001012238772488132,0,---,contact,'unknown',--,month,'may',--,duration,'248'
303,0.0020767830215306657,0,,,,,,,,,
304,0.0011987403123529129,0,---,contact,'unknown',--,month,'may',--,duration,'209'
305,0.0019718251123126388,0,,,,,,,,,
306,0.0012401604356171866,0,---,month,'may',--,duration,'83',--,contact,'unknown'
307,0.0012729472665726751,0,---,month,'may',---,contact,'unknown',--,duration,'106'
308,0.0008933174471685186,0,---,month,'may',---,contact,'unknown',--,duration,'189'
309,0.0007936441960810339,0,---,month,'may',---,duration,'105',--,contact,'unknown'
310,0.0014119333459028526,0,---,month,'may',---,contact,'unknown',--,duration,'106'
311,0.0015342823279000583,0,---,month,'may',---,duration,'108',--,contact,'unknown'
312,0.0021755265143396205,0,,,,,,,,,
313,0.002451847724286529,0,,,,,,,,,
314,0.0030800623787293584,0,,,,,,,,,
315,0.002518386929966744,0,,,,,,,,,
316,0.011271329573640736,0,,,,,,,,,
317,0.00377601000996428,0,,,,,,,,,
318,0.0015536863349200729,0,---,duration,'136',---,contact,'unknown',--,month,'may'
319,0.00695063238084693,0,,,,,,,,,
320,0.0007971712998169769,0,---,month,'may',---,contact,'unknown',--,duration,'173'
321,0.001886502125675468,0,,,,,,,,,
322,0.0017229989574094652,0,---,contact,'unknown',---,month,'may',--,housing,'yes'
323,0.0029332349812428503,0,,,,,,,,,
324,0.002355312234198439,0,,,,,,,,,
325,0.00161564137307354,0,---,month,'may',---,duration,'111',---,contact,'unknown'
326,0.001855232179503677,0,,,,,,,,,
327,0.006113865792778812,0,,,,,,,,,
328,0.0010143193802790867,0,---,contact,'unknown',---,month,'may',--,duration,'216'
329,0.001660458428459419,0,---,contact,'unknown',---,month,'may',--,housing,'yes'
330,0.1373208469332842,0,,,,,,,,,
331,0.008750891774837247,0,,,,,,,,,
332,0.0010101122306588235,0,---,duration,'143',---,month,'may',---,contact,'unknown'
333,0.0016921277321474827,0,---,contact,'unknown',---,month,'may',--,duration,'174'
334,0.005691761190883842,0,,,,,,,,,
335,0.0007965971836001803,0,---,month,'may',---,contact,'unknown',---,duration,'135'
336,0.0032973495079343914,0,,,,,,,,,
337,0.0006978409945494082,0,---,contact,'unknown',---,month,'may',--,duration,'152'
338,0.014144053402114762,0,,,,,,,,,
339,0.0023982860411236283,0,,,,,,,,,
340,0.0030091368762037714,0,,,,,,,,,
341,0.0011925179215217458,0,---,month,'may',---,duration,'124',--,contact,'unknown'
342,0.0008827908465989127,0,---,month,'may',--,duration,'183',--,contact,'unknown'
343,0.002064737020235478,0,,,,,,,,,
344,0.0006052887921913708,0,---,duration,'39',--,month,'may',--,contact,'unknown'
345,0.044434762570584915,0,,,,,,,,,
346,0.0012884279244188288,0,---,month,'may',---,contact,'unknown',--,duration,'95'
347,0.06745320176924544,0,,,,,,,,,
348,0.010689781391144714,0,,,,,,,,,
349,0.0010209858425751365,0,---,contact,'unknown',---,month,'may',--,duration,'174'
350,0.003119443228133422,0,,,,,,,,,
351,0.1525940260055669,0,,,,,,,,,
352,0.0013055991537951435,0,---,contact,'unknown',---,month,'may',--,duration,'198'
353,0.0009369077047327223,0,---,contact,'unknown',---,month,'may',--,duration,'195'
354,0.008777934549472689,0,,,,,,,,,
355,0.003219108898507467,0,,,,,,,,,
356,0.011476535520018129,0,,,,,,,,,
357,0.016596327181458877,0,,,,,,,,,
358,0.0011368740283240713,0,---,contact,'unknown',---,month,'may',--,duration,'216'
359,0.004492728574689097,0,,,,,,,,,
360,0.0032253629799558806,0,,,,,,,,,
361,0.0015311373597037589,0,---,month,'may',--,contact,'unknown',--,duration,'114'
362,0.001445525616922953,0,---,month,'may',---,duration,'88',--,contact,'unknown'
363,0.00643586812041726,0,,,,,,,,,
364,0.0009176029058718583,0,---,contact,'unknown',--,month,'may',--,duration,'190'
365,0.0032150735258995662,0,,,,,,,,,
366,0.002735949051653762,0,,,,,,,,,
367,0.004389181846937078,0,,,,,,,,,
368,0.002742362639754498,0,,,,,,,,,
369,0.003129776155307559,0,,,,,,,,,
370,0.0031739998159611327,0,,,,,,,,,
371,0.0016811027724966312,0,---,contact,'unknown',---,month,'may',--,duration,'195'
372,0.13960042422104532,0,,,,,,,,,
373,0.004522967030792736,0,,,,,,,,,
374,0.001168226062823902,0,---,month,'may',---,contact,'unknown',--,duration,'189'
375,0.0021788020513119483,0,,,,,,,,,
376,0.007458143332007194,0,,,,,,,,,
377,0.0014161926385517275,0,---,contact,'unknown',---,month,'may',--,day,'6'
378,0.0032101478962369627,0,,,,,,,,,
379,0.0015989525869157958,0,---,contact,'unknown',---,month,'may',--,duration,'232'
380,0.0010705492554525635,0,---,month,'may',---,duration,'133',--,contact,'unknown'
381,0.002041806722628536,0,,,,,,,,,
382,0.005294325512025252,0,,,,,,,,,
383,0.016731669796843058,0,,,,,,,,,
384,0.004757869089168454,0,,,,,,,,,
385,0.0016391385598314983,0,---,month,'may',---,duration,'85',--,contact,'unknown'
386,0.0009800629100286309,0,---,month,'may',---,duration,'125',--,contact,'unknown'
387,0.04887292387021407,0,,,,,,,,,
388,0.6533813524409113,1,+++,duration,'1201',++,balance,'830',--,month,'may'
389,0.0019698713372099373,0,,,,,,,,,
390,0.5477169060399818,1,+++,duration,'1030',--,month,'may',--,day,'6'
391,0.0013922183801944213,0,---,contact,'unknown',---,month,'may',--,duration,'149'
392,0.0028088951362021993,0,,,,,,,,,
393,0.0026466735795533697,0,,,,,,,,,
394,0.18611148754993642,0,,,,,,,,,
395,0.0009891706533214225,0,---,duration,'135',---,month,'may',---,contact,'unknown'
396,0.0029339168176983404,0,,,,,,,,,
397,0.0012475713652759003,0,---,duration,'76',---,month,'may',--,contact,'unknown'
398,0.0022007065971137987,0,,,,,,,,,
399,0.0008636936519236622,0,---,month,'may',---,contact,'unknown',--,duration,'152'
400,0.0010743778804143303,0,---,month,'may',---,contact,'unknown',--,duration,'124'
401,0.011011556267528212,0,,,,,,,,,
402,0.0015617797267901575,0,---,duration,'43',--,month,'may',--,contact,'unknown'
403,0.0014198584630427489,0,---,month,'may',---,contact,'unknown',--,duration,'154'
404,0.0025660678679822243,0,,,,,,,,,
405,0.00520514690748157,0,,,,,,,,,
406,0.016514868120738577,0,,,,,,,,,
407,0.0032827412832482357,0,,,,,,,,,
408,0.035429467719818024,0,,,,,,,,,
409,0.003075802848222254,0,,,,,,,,,
410,0.004823049372327028,0,,,,,,,,,
411,0.12528514757895176,0,,,,,,,,,
412,0.13379191312795208,0,,,,,,,,,
413,0.001531014292274718,0,---,month,'may',---,contact,'unknown',--,duration,'180'
414,0.0015133140588862758,0,---,contact,'unknown',---,month,'may',--,duration,'168'
415,0.002054164622202214,0,,,,,,,,,
416,0.06398829978084125,0,,,,,,,,,
417,0.0018367878557802868,0,,,,,,,,,
418,0.0013273446681151576,0,---,month,'may',--,contact,'unknown',--,duration,'186'
419,0.19681896069589827,0,,,,,,,,,
420,0.045451155201722354,0,,,,,,,,,
421,0.002199203363008332,0,,,,,,,,,
422,0.004829151550227284,0,,,,,,,,,
423,0.0015147188238886352,0,---,contact,'unknown',---,month,'may',--,day,'6'
424,0.0018603984123681243,0,,,,,,,,,
425,0.0010016900676654184,0,---,contact,'unknown',---,month,'may',--,duration,'196'
426,0.003535634512057851,0,,,,,,,,,
427,0.0011881189190824642,0,---,month,'may',---,duration,'76',--,contact,'unknown'
428,0.0014928495655395701,0,---,month,'may',---,duration,'87',--,day,'6'
429,0.0010470401936568331,0,---,contact,'unknown',---,month,'may',--,duration,'195'
430,0.24264145052065228,0,,,,,,,,,
431,0.22686471170917002,0,,,,,,,,,
432,0.0014441681963426039,0,---,contact,'unknown',---,month,'may',--,day,'6'
433,0.0008609773914565378,0,---,month,'may',---,contact,'unknown',--,duration,'119'
434,0.0011594363693215903,0,---,contact,'unknown',---,month,'may',--,duration,'198'
435,0.001500261906379378,0,---,contact,'unknown',---,month,'may',--,duration,'150'
436,0.004271837666294671,0,,,,,,,,,
437,0.0021876368122273324,0,,,,,,,,,
438,0.008366986192112532,0,,,,,,,,,
439,0.0018085947581157258,0,,,,,,,,,
440,0.0022230527581048164,0,,,,,,,,,
441,0.0022049573730638728,0,,,,,,,,,
442,0.002384842224145271,0,,,,,,,,,
443,0.003747918648847615,0,,,,,,,,,
444,0.0010786705530929188,0,---,month,'may',---,contact,'unknown',--,duration,'140'
445,0.0017915017185453695,0,,,,,,,,,
446,0.25776997162251686,0,,,,,,,,,
447,0.0010545519645033744,0,---,month,'may',---,duration,'101',--,contact,'unknown'
448,0.002351511305958048,0,,,,,,,,,
449,0.0015559066373129547,0,---,contact,'unknown',---,month,'may',--,day,'6'
450,0.00835317660821171,0,,,,,,,,,
451,0.00134245090862767,0,---,month,'may',---,duration,'79',--,contact,'unknown'
452,0.0022180488344582237,0,,,,,,,,,
453,0.009535711396504094,0,,,,,,,,,
454,0.001085706591904554,0,---,month,'may',---,contact,'unknown',--,duration,'159'
455,0.00857689090238359,0,,,,,,,,,
456,0.0010245165994882666,0,---,month,'may',---,contact,'unknown',--,duration,'170'
457,0.11344751491289605,0,,,,,,,,,
458,0.002411472202360428,0,,,,,,,,,
459,0.0009342096092657866,0,---,contact,'unknown',---,month,'may',--,duration,'145'
460,0.002053396792062187,0,,,,,,,,,
461,0.0009705683442894356,0,---,contact,'unknown',--,month,'may',--,day,'6'
462,0.0006526385961224536,0,---,month,'may',---,duration,'124',--,contact,'unknown'
463,0.0009670669325387218,0,---,duration,'53',--,month,'may',--,day,'6'
464,0.001311075684505908,0,---,month,'may',---,duration,'134',---,contact,'unknown'
465,0.004432806295325625,0,,,,,,,,,
466,0.0022642742560223085,0,,,,,,,,,
467,0.14444129642161527,0,,,,,,,,,
468,0.0013435591631056325,0,---,month,'may',---,contact,'unknown',--,duration,'182'
469,0.0016590137023626144,0,---,month,'may',---,contact,'unknown',--,duration,'162'
470,0.0014151608865251427,0,---,duration,'27',---,month,'may',--,day,'6'
471,0.1946871476512982,0,,,,,,,,,
472,0.0007826261466536946,0,---,duration,'43',---,month,'may',--,day,'6'
