row_id,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value
182,0.0026141952257603407,0,---,duration,'14',--,balance,'6979',--,month,'may'
183,0.011703825555741787,0,,,,,,,,,
184,0.005774530582129955,0,,,,,,,,,
185,0.003730027936398983,0,---,duration,'61',--,month,'jul',+,balance,'1972'
186,0.1970754861831665,0,,,,,,,,,
187,0.054079122841358185,0,,,,,,,,,
188,0.0063001601956784725,0,,,,,,,,,
189,0.1216728612780571,0,,,,,,,,,
190,0.007575542200356722,0,,,,,,,,,
191,0.23548085987567902,0,,,,,,,,,
192,0.08835268020629883,0,,,,,,,,,
193,0.0023766648955643177,0,---,duration,'48',--,contact,'unknown',++,balance,'1981'
194,0.2512436509132385,0,,,,,,,,,
195,0.11642880737781525,0,,,,,,,,,
196,0.04588843882083893,0,,,,,,,,,
197,0.01628197357058525,0,,,,,,,,,
198,0.1446804702281952,0,,,,,,,,,
199,0.8686878681182861,1,+++,poutcome,'success',++,balance,'3771',++,duration,'185'
200,0.26152509450912476,0,,,,,,,,,
201,0.0705597847700119,0,,,,,,,,,
202,0.7200986742973328,1,+++,duration,'768',++,balance,'2658',--,pdays,'141'
203,0.4479343295097351,0,+++,duration,'1337',--,month,'nov',--,pdays,'126'
204,0.4736439287662506,0,+++,duration,'403',++,housing,'no',++,contact,'telephone'
205,0.020444825291633606,0,,,,,,,,,
206,0.011010667309165001,0,,,,,,,,,
207,0.014947844669222832,0,,,,,,,,,
208,0.005006304010748863,0,,,,,,,,,
209,0.003091563703492284,0,---,duration,'17',+,day,'28',-,marital,'married'
210,0.022483929991722107,0,,,,,,,,,
211,0.016078468412160873,0,,,,,,,,,
212,0.0039638192392885685,0,,,,,,,,,
213,0.015588278882205486,0,,,,,,,,,
214,0.06497333198785782,0,,,,,,,,,
215,0.29646164178848267,0,,,,,,,,,
216,0.003988124430179596,0,,,,,,,,,
217,0.029277443885803223,0,,,,,,,,,
218,0.21722416579723358,0,,,,,,,,,
219,0.018424520269036293,0,,,,,,,,,
220,0.0032449348364025354,0,---,duration,'20',--,month,'jul',--,marital,'married'
221,0.011686117388308048,0,,,,,,,,,
222,0.0011013870825991035,0,---,duration,'59',--,contact,'unknown',--,month,'may'
223,0.007256900891661644,0,,,,,,,,,
224,0.020048588514328003,0,,,,,,,,,
225,0.013193871825933456,0,,,,,,,,,
226,0.025443091988563538,0,,,,,,,,,
227,0.024642031639814377,0,,,,,,,,,
228,0.0022624775301665068,0,---,duration,'9',--,month,'may',--,balance,'123'
229,0.0850839912891388,0,,,,,,,,,
230,0.010425793007016182,0,,,,,,,,,
231,0.03763102740049362,0,,,,,,,,,
232,0.008088605478405952,0,,,,,,,,,
233,0.8347073197364807,1,+++,duration,'768',++,poutcome,'success',++,previous,'5'
234,0.04210790619254112,0,,,,,,,,,
235,0.0270371213555336,0,,,,,,,,,
236,0.10081616044044495,0,,,,,,,,,
237,0.012730256654322147,0,,,,,,,,,
238,0.001680108136497438,0,---,duration,'69',--,contact,'unknown',--,age,'57'
239,0.015650978311896324,0,,,,,,,,,
240,0.1630154550075531,0,,,,,,,,,
241,0.2796728312969208,0,,,,,,,,,
242,0.020428968593478203,0,,,,,,,,,
243,0.027309682220220566,0,,,,,,,,,
244,0.08558407425880432,0,,,,,,,,,
245,0.005225065629929304,0,,,,,,,,,
246,0.006301052402704954,0,,,,,,,,,
247,0.007831601426005363,0,,,,,,,,,
248,0.013172861188650131,0,,,,,,,,,
249,0.002912395866587758,0,---,duration,'9',++,previous,'5',--,month,'may'
250,0.03247974440455437,0,,,,,,,,,
251,0.041763823479413986,0,,,,,,,,,
252,0.016147462651133537,0,,,,,,,,,
253,0.01802876591682434,0,,,,,,,,,
254,0.003334020497277379,0,---,duration,'71',++,contact,'cellular',-,marital,'married'
255,0.008145127445459366,0,,,,,,,,,
256,0.04742098227143288,0,,,,,,,,,
257,0.014691743068397045,0,,,,,,,,,
258,0.058685824275016785,0,,,,,,,,,
259,0.6255410313606262,1,+++,duration,'1097',++,marital,'single',++,contact,'cellular'
260,0.011180466040968895,0,,,,,,,,,
261,0.02360718511044979,0,,,,,,,,,
262,0.0180356465280056,0,,,,,,,,,
263,0.014221790246665478,0,,,,,,,,,
264,0.3409803509712219,0,+++,duration,'543',--,age,'58',++,pdays,'78'
265,0.02234833501279354,0,,,,,,,,,
266,0.010728409513831139,0,,,,,,,,,
267,0.0062286644242703915,0,,,,,,,,,
268,0.004164218902587891,0,,,,,,,,,
269,0.013647441752254963,0,,,,,,,,,
270,0.24137958884239197,0,,,,,,,,,
271,0.536210834980011,1,+++,duration,'487',+++,age,'24',++,day,'18'
272,0.001497325487434864,0,---,duration,'29',---,contact,'unknown',--,month,'jun'
273,0.23795339465141296,0,,,,,,,,,
274,0.028197137638926506,0,,,,,,,,,
275,0.13912244141101837,0,,,,,,,,,
276,0.23528754711151123,0,,,,,,,,,
277,0.0703616514801979,0,,,,,,,,,
278,0.0034300307743251324,0,---,duration,'49',++,contact,'cellular',-,marital,'married'
279,0.019846778362989426,0,,,,,,,,,
280,0.0022466336376965046,0,---,duration,'64',--,contact,'unknown',++,age,'59'
281,0.029826970770955086,0,,,,,,,,,
282,0.011420234106481075,0,,,,,,,,,
283,0.005232776515185833,0,,,,,,,,,
284,0.007946688681840897,0,,,,,,,,,
285,0.017147552222013474,0,,,,,,,,,
286,0.00411161407828331,0,,,,,,,,,
287,0.006836521439254284,0,,,,,,,,,
288,0.018990522250533104,0,,,,,,,,,
289,0.4608820378780365,0,+++,poutcome,'success',++,previous,'6',++,day,'4'
290,0.36866307258605957,0,+++,duration,'526',+++,balance,'4108',++,contact,'cellular'
291,0.009725462645292282,0,,,,,,,,,
292,0.00464660907164216,0,,,,,,,,,
293,0.008773243054747581,0,,,,,,,,,
294,0.04198406636714935,0,,,,,,,,,
295,0.794780433177948,1,+++,duration,'988',++,balance,'-701',--,education,'unknown'
296,0.2305198758840561,0,,,,,,,,,
297,0.6492218971252441,1,+++,duration,'1030',--,contact,'unknown',++,balance,'-311'
298,0.5450889468193054,1,+++,duration,'1484',--,loan,'yes',++,day,'24'
299,0.08413174748420715,0,,,,,,,,,
300,0.3825019896030426,0,+++,duration,'445',++,balance,'4531',--,month,'may'
301,0.3407032787799835,0,+++,duration,'383',--,pdays,'188',--,education,'primary'
302,0.11774870753288269,0,,,,,,,,,
303,0.02460181526839733,0,,,,,,,,,
304,0.00829788576811552,0,,,,,,,,,
305,0.05118503049015999,0,,,,,,,,,
306,0.5898097157478333,1,+++,duration,'772',--,month,'apr',++,age,'49'
307,0.0062635005451738834,0,,,,,,,,,
308,0.03304807469248772,0,,,,,,,,,
309,0.022266115993261337,0,,,,,,,,,
310,0.011136176064610481,0,,,,,,,,,
311,0.08181750774383545,0,,,,,,,,,
312,0.49061575531959534,0,+++,duration,'783',--,education,'primary',++,marital,'single'
313,0.10302295535802841,0,,,,,,,,,
314,0.5848264694213867,1,+++,age,'25',++,pdays,'89',--,month,'may'
315,0.029593592509627342,0,,,,,,,,,
316,0.005566067062318325,0,,,,,,,,,
317,0.056458618491888046,0,,,,,,,,,
318,0.2274419367313385,0,,,,,,,,,
319,0.006867744494229555,0,,,,,,,,,
320,0.0017644091276451945,0,---,duration,'11',--,contact,'unknown',--,month,'jun'
321,0.06414327025413513,0,,,,,,,,,
322,0.005724281072616577,0,,,,,,,,,
323,0.7366872429847717,1,+++,poutcome,'success',++,day,'4',++,month,'aug'
324,0.007830990478396416,0,,,,,,,,,
325,0.18630343675613403,0,,,,,,,,,
326,0.019196709617972374,0,,,,,,,,,
327,0.7945213913917542,1,+++,duration,'799',++,marital,'single',++,day,'18'
328,0.7644071578979492,1,+++,poutcome,'success',+++,duration,'1370',++,previous,'3'
329,0.04244420677423477,0,,,,,,,,,
330,0.0028673780616372824,0,---,duration,'22',--,month,'jul',+,contact,'cellular'
331,0.05561789497733116,0,,,,,,,,,
332,0.00304994685575366,0,---,duration,'56',--,month,'jul',-,marital,'married'
333,0.5169161558151245,1,+++,duration,'1017',--,education,'primary',--,marital,'married'
334,0.16719672083854675,0,,,,,,,,,
335,0.0036329717840999365,0,---,duration,'126',---,month,'may',---,contact,'unknown'
336,0.024947097525000572,0,,,,,,,,,
337,0.005364769138395786,0,,,,,,,,,
338,0.6177786588668823,1,+++,poutcome,'success',++,month,'oct',++,duration,'201'
339,0.019469356164336205,0,,,,,,,,,
340,0.018912434577941895,0,,,,,,,,,
341,0.09796755760908127,0,,,,,,,,,
342,0.013836626894772053,0,,,,,,,,,
343,0.009858431294560432,0,,,,,,,,,
344,0.19245797395706177,0,,,,,,,,,
345,0.019254904240369797,0,,,,,,,,,
346,0.030586158856749535,0,,,,,,,,,
347,0.9523510336875916,1,+++,poutcome,'success',++,pdays,'94',++,month,'sep'
348,0.0045070042833685875,0,,,,,,,,,
349,0.04546700790524483,0,,,,,,,,,
350,0.07651076465845108,0,,,,,,,,,
351,0.028244052082300186,0,,,,,,,,,
352,0.0017041934188455343,0,---,duration,'60',--,loan,'yes',--,month,'jul'
353,0.22134917974472046,0,,,,,,,,,
354,0.2709433138370514,0,,,,,,,,,
355,0.0015289635630324483,0,---,duration,'30',--,contact,'unknown',--,month,'may'
356,0.005318462383002043,0,,,,,,,,,
357,0.009613982401788235,0,,,,,,,,,
358,0.5225849747657776,1,+++,balance,'4099',+++,duration,'397',++,housing,'no'
359,0.2724164128303528,0,,,,,,,,,
360,0.004514419008046389,0,,,,,,,,,
361,0.00818075705319643,0,,,,,,,,,
362,0.019350459799170494,0,,,,,,,,,
363,0.09198594838380814,0,,,,,,,,,
364,0.027134329080581665,0,,,,,,,,,
365,0.1639818251132965,0,,,,,,,,,
366,0.05489687621593475,0,,,,,,,,,
367,0.0959409773349762,0,,,,,,,,,
368,0.24472370743751526,0,,,,,,,,,
369,0.13376399874687195,0,,,,,,,,,
370,0.005763497203588486,0,,,,,,,,,
371,0.1093299388885498,0,,,,,,,,,
372,0.1108516976237297,0,,,,,,,,,
373,0.08514993637800217,0,,,,,,,,,
374,0.006494380533695221,0,,,,,,,,,
375,0.013657625764608383,0,,,,,,,,,
376,0.0076208896934986115,0,,,,,,,,,
377,0.39371663331985474,0,+++,duration,'567',++,previous,'4',++,contact,'cellular'
378,0.01050744391977787,0,,,,,,,,,
379,0.014265685342252254,0,,,,,,,,,
380,0.006819444242864847,0,,,,,,,,,
381,0.004490091931074858,0,,,,,,,,,
382,0.5868598818778992,1,+++,month,'mar',++,contact,'telephone',++,day,'27'
383,0.007112210150808096,0,,,,,,,,,
384,0.00828708615154028,0,,,,,,,,,
385,0.09070339053869247,0,,,,,,,,,
386,0.005551688373088837,0,,,,,,,,,
387,0.011554041877388954,0,,,,,,,,,
388,0.0396992489695549,0,,,,,,,,,
389,0.11094918847084045,0,,,,,,,,,
390,0.15695318579673767,0,,,,,,,,,
391,0.038934797048568726,0,,,,,,,,,
392,0.1168856993317604,0,,,,,,,,,
393,0.012660639360547066,0,,,,,,,,,
394,0.03995271027088165,0,,,,,,,,,
395,0.010364370420575142,0,,,,,,,,,
396,0.011212002485990524,0,,,,,,,,,
397,0.02055826038122177,0,,,,,,,,,
398,0.007731180172413588,0,,,,,,,,,
399,0.1521405279636383,0,,,,,,,,,
400,0.02604546956717968,0,,,,,,,,,
401,0.4788443446159363,0,+++,duration,'681',++,marital,'single',++,age,'28'
402,0.03198527917265892,0,,,,,,,,,
403,0.022197803482413292,0,,,,,,,,,
404,0.041441090404987335,0,,,,,,,,,
405,0.026433395221829414,0,,,,,,,,,
406,0.00475796265527606,0,,,,,,,,,
407,0.012173478491604328,0,,,,,,,,,
408,0.0011260127648711205,0,---,duration,'37',--,month,'may',--,contact,'telephone'
409,0.3447549641132355,0,+++,pdays,'98',+++,month,'jan',++,age,'54'
410,0.0032157995738089085,0,---,duration,'72',--,month,'aug',--,balance,'322'
411,0.17278555035591125,0,,,,,,,,,
412,0.5281082987785339,1,+++,duration,'262',++,age,'75',++,balance,'3810'
413,0.05695083364844322,0,,,,,,,,,
414,0.08424149453639984,0,,,,,,,,,
415,0.8475984334945679,1,+++,duration,'1212',++,marital,'divorced',++,contact,'cellular'
416,0.10028819739818573,0,,,,,,,,,
417,0.04776963219046593,0,,,,,,,,,
418,0.01251867413520813,0,,,,,,,,,
419,0.08507130295038223,0,,,,,,,,,
420,0.017644116654992104,0,,,,,,,,,
421,0.2396729290485382,0,,,,,,,,,
422,0.14008569717407227,0,,,,,,,,,
423,0.04929889366030693,0,,,,,,,,,
424,0.004781385418027639,0,,,,,,,,,
425,0.010678740218281746,0,,,,,,,,,
426,0.009364118799567223,0,,,,,,,,,
427,0.009696573950350285,0,,,,,,,,,
428,0.0053759608417749405,0,,,,,,,,,
429,0.589078962802887,1,+++,duration,'1816',--,month,'nov',--,marital,'married'
430,0.05257031321525574,0,,,,,,,,,
431,0.07020808756351471,0,,,,,,,,,
432,0.10082410275936127,0,,,,,,,,,
433,0.017829841002821922,0,,,,,,,,,
434,0.005486362613737583,0,,,,,,,,,
435,0.007995763793587685,0,,,,,,,,,
436,0.0019867613445967436,0,---,duration,'47',--,month,'may',+,contact,'cellular'
437,0.00568803958594799,0,,,,,,,,,
438,0.003184444736689329,0,---,duration,'54',++,contact,'cellular',--,month,'nov'
439,0.055447712540626526,0,,,,,,,,,
440,0.014134641736745834,0,,,,,,,,,
441,0.007972370833158493,0,,,,,,,,,
442,0.00313918711617589,0,---,duration,'31',--,balance,'275',-,month,'aug'
443,0.12090832740068436,0,,,,,,,,,
444,0.014087502844631672,0,,,,,,,,,
445,0.2295832633972168,0,,,,,,,,,
446,0.015726367011666298,0,,,,,,,,,
447,0.24749156832695007,0,,,,,,,,,
448,0.007014019880443811,0,,,,,,,,,
449,0.013030806556344032,0,,,,,,,,,
450,0.6263048052787781,1,+++,duration,'854',--,month,'nov',++,balance,'4508'
451,0.03385493531823158,0,,,,,,,,,
452,0.012792306952178478,0,,,,,,,,,
453,0.02215822972357273,0,,,,,,,,,
454,0.017564700916409492,0,,,,,,,,,
455,0.004149194341152906,0,,,,,,,,,
456,0.4919382631778717,0,+++,month,'apr',+++,duration,'430',+++,day,'30'
457,0.03886009007692337,0,,,,,,,,,
458,0.019281571730971336,0,,,,,,,,,
459,0.0214997585862875,0,,,,,,,,,
460,0.016361072659492493,0,,,,,,,,,
461,0.041959524154663086,0,,,,,,,,,
462,0.011836923658847809,0,,,,,,,,,
463,0.036641161888837814,0,,,,,,,,,
464,0.8920021653175354,1,+++,poutcome,'success',+++,pdays,'99',++,month,'sep'
465,0.14950008690357208,0,,,,,,,,,
466,0.15369851887226105,0,,,,,,,,,
467,0.005756050813943148,0,,,,,,,,,
468,0.10472048819065094,0,,,,,,,,,
469,0.0016325208125635982,0,---,duration,'8',--,contact,'unknown',--,month,'jun'
470,0.021679187193512917,0,,,,,,,,,
471,0.007052703760564327,0,,,,,,,,,
472,0.004999520722776651,0,,,,,,,,,
473,0.35074523091316223,0,+++,month,'mar',++,balance,'4608',++,age,'61'
474,0.009348548017442226,0,,,,,,,,,
475,0.0037803344894200563,0,---,duration,'139',--,month,'may',--,contact,'unknown'
476,0.0012948779622092843,0,---,duration,'71',--,month,'may',--,contact,'unknown'
477,0.8049861788749695,1,+++,poutcome,'success',+++,duration,'421',++,contact,'telephone'
478,0.007687516510486603,0,,,,,,,,,
479,0.005763275548815727,0,,,,,,,,,
480,0.008494033478200436,0,,,,,,,,,
481,0.01581604592502117,0,,,,,,,,,
482,0.03491911292076111,0,,,,,,,,,
483,0.014674060977995396,0,,,,,,,,,
484,0.025446558371186256,0,,,,,,,,,
485,0.0011132302461192012,0,---,duration,'15',--,contact,'unknown',--,month,'jun'
486,0.20371244847774506,0,,,,,,,,,
487,0.0011003698455169797,0,---,duration,'30',--,contact,'unknown',--,month,'may'
488,0.011346272192895412,0,,,,,,,,,
489,0.07590124756097794,0,,,,,,,,,
490,0.040721796452999115,0,,,,,,,,,
491,0.010798372328281403,0,,,,,,,,,
492,0.9653751254081726,1,+++,poutcome,'success',+++,pdays,'91',++,duration,'295'
493,0.2891344726085663,0,,,,,,,,,
494,0.839055061340332,1,+++,duration,'1735',++,marital,'single',++,contact,'cellular'
495,0.023331789299845695,0,,,,,,,,,
496,0.014287070371210575,0,,,,,,,,,
497,0.010832107625901699,0,,,,,,,,,
498,0.0615147203207016,0,,,,,,,,,
499,0.18469104170799255,0,,,,,,,,,
500,0.05708247050642967,0,,,,,,,,,
501,0.01476474292576313,0,,,,,,,,,
502,0.011094999499619007,0,,,,,,,,,
503,0.02503044717013836,0,,,,,,,,,
504,0.3242565989494324,0,,,,,,,,,
505,0.014917044900357723,0,,,,,,,,,
506,0.00793373677879572,0,,,,,,,,,
507,0.00464780256152153,0,,,,,,,,,
508,0.01363009586930275,0,,,,,,,,,
509,0.7722488641738892,1,+++,duration,'1407',--,age,'30',++,marital,'single'
510,0.02614571526646614,0,,,,,,,,,
511,0.30709201097488403,0,,,,,,,,,
512,0.11608877032995224,0,,,,,,,,,
513,0.004130708985030651,0,,,,,,,,,
514,0.003973518963903189,0,,,,,,,,,
515,0.07454457134008408,0,,,,,,,,,
516,0.0015740275848656893,0,---,duration,'70',--,contact,'unknown',--,month,'jun'
517,0.4904957711696625,0,+++,duration,'904',--,month,'apr',++,balance,'1925'
518,0.027548693120479584,0,,,,,,,,,
519,0.3802516758441925,0,++,duration,'336',--,job,'retired',--,age,'61'
520,0.02511446923017502,0,,,,,,,,,
521,0.05601314827799797,0,,,,,,,,,
522,0.2895832657814026,0,,,,,,,,,
523,0.046059176325798035,0,,,,,,,,,
524,0.00244429474696517,0,---,duration,'68',--,month,'may',--,contact,'unknown'
525,0.012860260903835297,0,,,,,,,,,
526,0.2737383544445038,0,,,,,,,,,
