trnx_ID,amtFraud,ship_to_alternate_address,is_overnight_shipping,payment_network,payment_type,avs_response_code,number_items,avg_trnx_amount_per_item,is_promo_code_used,guest_checkout,is_night_order,is_phone_valid,email_on_file,session_length_in_mins,cookie_is_seen_before,is_browser_language_translated,is_IP_address_masked,email_domain,number_session_from_IP_past_24hr,ip_in_alternate_zip,dist_ip_to_home_zip,ip_address,Zipcode,Latitude,Longitude
T9GA980LX6,0,1,0,Amex,Credit,A,3,51.04292503,0,0,0,1,1,14,0,0,1,gmail.com,1,0,0,7.93.233.176,78223,29.45,-98.5
GMPFCB5RX9,0,1,0,Other,Credit,Z,3,23.43772104,0,0,0,1,0,12,1,0,0,yahoo.com,1,0,0,112.129.241.39,75001,32.96,-96.83
GAPA5ZK84P,0,1,0,Visa,Credit,Y,2,115.4327499,0,0,0,1,1,16,0,0,0,yopmail.com,2,1,18.16786629,88.10.106.135,93117,34.5,-120.12
F2N9JGX43E,0,1,0,Visa,Credit,Y,2,98.86540645,0,1,0,1,0,13,0,0,1,gmail.com,2,1,39.70890088,173.33.122.158,77386,30.06,-95.38
0Y7NDTNOCM,695.0204951,1,0,Amex,Credit,Y,6,115.8367492,0,1,0,1,0,15,1,1,0,yopmail.com,2,1,42.9324815,155.70.72.238,75503,33.44,-94.07
10ZL2IBJFS,0,0,0,Mastercard,Debit,Y,1,41.78972577,1,1,1,1,1,20,0,0,1,yahoo.co.uk,1,0,0,195.48.96.106,95358,37.65,-121.13
QL13WYE4L2,77.19443282,0,0,Amex,Credit,A,4,19.2986082,0,1,0,1,1,18,0,0,1,hotmail.com,1,0,0,181.121.146.229,89052,35.98,-115.11
OIUVF2AIE1,0,0,0,Mastercard,Credit,Y,2,70.04856105,0,1,0,1,0,16,0,0,0,yopmail.com,3,1,18.168096,182.131.106.29,40356,37.87,-84.58
7YM218IKU8,0,0,0,Visa,Credit,Y,1,221.1108106,0,1,0,1,0,21,0,0,0,hotmail.com,3,1,25.86333616,210.194.189.98,20171,38.96,-77.38
WTA8F2JLT6,0,1,0,Mastercard,Credit,Y,1,109.0851175,0,0,0,1,0,14,0,0,0,gmail.com,2,1,21.33969687,31.101.7.151,80011,39.69,-104.81
N7RDZ6EJ0P,0,0,0,Amex,Credit,Y,3,73.42129893,0,1,0,1,0,17,0,0,0,gmail.com,3,0,0,161.108.160.146,70056,29.91,-90.05
3N2FQSD2VK,0,0,0,Mastercard,Debit,Y,4,230.0565915,0,1,0,1,1,13,0,0,0,gotmail.net,2,1,5.24705908,161.219.31.60,45872,41.18,-83.67
BMD6CU9VRU,0,0,0,Amex,Credit,Z,7,76.56473393,0,1,0,1,1,17,0,0,0,yahoo.com,3,1,34.40907343,151.127.249.79,32118,29.19,-81.05
KNWRUVOW2M,0,0,0,Mastercard,Credit,N,2,115.3678683,0,1,0,1,0,20,0,0,0,aol.com,2,0,0,149.145.22.119,19106,39.95,-75.16
4AZBOBRRFD,0,0,0,Visa,Other,A,4,16.05202181,0,1,0,1,0,19,0,0,0,gmail.com,2,1,11.32703664,198.179.78.136,92707,33.71,-117.87
9YPHB00JSB,0,0,0,Mastercard,Debit,A,5,28.49567766,0,1,0,1,1,8,1,0,0,yahoo.co.uk,1,0,0,104.38.242.30,36022,32.62,-86.4
Q0AEF96OY4,144.2178483,0,0,Amex,Credit,N,4,36.05446208,0,1,0,1,0,12,0,0,0,yahoo.com,3,0,0,204.58.157.76,38141,35.1,-90
SA68IQPB7L,0,1,1,Other,Other,Y,2,62.90606896,0,1,0,1,1,27,0,0,0,yopmail.com,2,0,0,30.104.71.59,48820,42.86,-84.59
FFSJ0YNBEL,0,1,0,Mastercard,Debit,Y,1,35.7362519,0,1,0,1,0,16,0,0,0,xmaily.com,1,1,16.47215393,192.88.141.230,93960,36.39,-121.3
LRMIL2LXG5,80.11006945,1,1,Amex,Credit,Y,3,26.70335648,0,1,1,0,0,12,0,0,0,xmaily.com,1,0,0,175.55.13.183,11229,40.64,-73.94
VXF2F6YIG9,0,1,0,Visa,Debit,Y,5,52.54581484,0,1,0,1,1,16,1,0,0,yopmail.com,4,0,0,140.246.158.77,2124,42.35,-71.06
BAEC61O1SU,0,0,0,Visa,Credit,A,2,75.48559998,0,0,0,1,0,13,0,0,1,outlook.com,3,0,0,119.10.100.198,65737,36.75,-93.38
UKJYIKRR3I,206.8072299,1,1,Visa,Debit,A,7,29.54388999,0,1,0,1,0,15,0,0,1,xmaily.com,2,1,14.97197166,170.110.248.118,47715,37.98,-87.54
MK60IJQTEO,0,1,0,Amex,Credit,Y,2,252.1907989,1,1,0,1,0,16,1,0,0,hotmail.com,2,0,0,70.111.95.238,93727,36.75,-119.67
QVCUDBC93K,0,0,0,Visa,Credit,Y,4,100.8262747,0,1,0,1,0,10,0,1,0,gmail.com,1,0,0,153.64.99.190,85295,33.3,-111.74
JEUI4OBP3H,0,0,1,Visa,Credit,Y,3,50.23526252,0,1,0,1,0,13,0,0,0,gmail.com,1,0,0,16.6.155.26,49048,42.24,-85.48
6N8327S9SJ,0,0,0,Visa,Debit,Y,4,44.69384467,0,0,0,1,0,16,1,0,0,gmail.com,3,0,0,198.97.26.59,70363,29.57,-90.7
T9NVVTBEG0,0,0,0,JCB,Other,A,2,147.1577981,0,1,0,1,1,15,1,0,0,hotmail.com,3,0,0,157.56.174.206,11207,40.64,-73.94
1USEAUBNYG,0,1,0,Mastercard,Debit,Y,2,37.34983978,0,1,0,1,0,15,0,0,0,gotmail.net,1,1,24.66378188,85.66.173.253,90038,34.08,-118.32
QSRORZHJH6,0,0,0,Amex,Credit,Y,4,67.75319716,0,1,0,1,0,12,0,1,0,outlook.com,1,1,17.9604203,73.36.238.254,55454,44.96,-93.26
P53UFQWKUI,0,1,0,Amex,Credit,Y,1,140.1606533,0,1,0,1,0,11,0,0,0,yahoo.com,1,0,0,210.137.48.228,78681,30.51,-97.67
1O2D4D88JH,0,1,0,Discover,Credit,A,4,38.68490608,1,1,0,1,0,16,0,0,0,gmail.com,2,0,0,92.186.219.156,21771,39.37,-77.15
YHH2V1YKQX,0,0,0,Amex,Credit,A,4,75.14762911,0,1,0,1,0,15,0,0,0,gmail.com,2,0,0,200.249.41.96,68138,41.26,-96.01
857VQKFBIL,377.9642102,0,1,Amex,Credit,Y,3,125.9880701,0,1,0,1,0,9,0,0,0,yahoo.com,2,0,0,51.78.198.41,85255,33.66,-111.87
T6QOZCN223,0,1,0,Mastercard,Debit,Y,5,45.47608631,1,1,0,1,0,11,0,1,1,outlook.com,2,0,0,168.27.190.65,85281,33.43,-111.91
ZDEIY9J6U8,0,0,0,Visa,Credit,N,2,81.25030511,0,0,0,1,1,20,0,0,0,hotmail.com,4,0,0,212.226.211.52,12801,43.31,-73.64
CYPAU68E63,0,1,0,Mastercard,Credit,Y,2,19.28519543,0,0,0,1,1,11,1,0,0,yopmail.com,1,0,0,17.122.197.98,75204,32.79,-96.76
Q5QQENLK17,0,1,0,Mastercard,Credit,A,2,32.97396487,0,0,0,1,0,19,0,0,1,outlook.com,1,0,0,90.75.134.97,52639,40.52,-91.41
8G0LXOXZY4,0,0,0,Mastercard,Credit,Z,1,26.50923651,0,1,1,1,0,19,0,0,0,outlook.com,2,1,24.80422614,90.133.236.165,64086,38.91,-94.38
TJ0SAMY8PV,0,0,0,JCB,Credit,A,5,88.70583177,0,1,0,1,0,13,1,0,0,gmail.com,2,1,23.81286569,217.198.254.238,44483,41.23,-80.81
5ET3F8HH9C,0,1,1,Visa,Credit,Z,1,179.6518902,0,1,0,1,1,17,0,1,0,gmail.com,2,0,0,145.79.245.128,80017,39.69,-104.81
LOAK4CTMLR,0,1,0,Amex,Credit,A,4,86.42433049,0,1,0,1,0,15,0,0,0,yahoo.com,3,0,0,199.75.242.83,44281,41.02,-81.73
HL2QBMVT3C,0,0,1,Visa,Credit,Y,3,16.24075953,0,1,0,0,1,13,0,0,0,outlook.com,1,0,0,201.142.38.240,28227,35.19,-80.83
8XFGWD87GH,0,0,0,Visa,Credit,Y,4,50.29381665,0,1,0,1,1,9,0,0,1,yopmail.com,1,1,107.5607903,28.2.189.247,43137,39.8,-82.97
ARCTW863FE,0,1,0,Mastercard,Credit,Z,2,50.21715963,1,1,0,1,1,19,0,0,1,gmail.com,1,0,0,214.110.163.254,45378,39.9,-84.48
LWJ7E9HWL4,0,0,0,Amex,Credit,Y,2,17.67247869,0,1,0,1,0,13,0,0,0,xmaily.com,1,0,0,150.216.239.33,22655,39.09,-78.22
X5TWQR0F3C,0,0,0,Visa,Credit,Y,2,9.480728189,0,1,0,1,0,15,0,0,0,yahoo.com,2,1,14.62731848,50.118.73.221,11566,40.65,-73.55
JP7VSOBYUO,254.6109478,0,1,Visa,Debit,Y,6,42.43515797,0,1,0,1,0,19,0,0,0,outlook.com,3,0,0,193.188.221.123,62301,39.93,-91.38
FQW5067VAF,0,1,0,Visa,Debit,Z,7,410.7556633,1,1,1,1,0,14,0,0,0,yahoo.co.uk,1,0,0,26.208.216.3,95988,39.5,-122.28
3E1I5T4IUM,24.48155173,0,1,Visa,Debit,Y,2,12.24077586,0,1,1,0,0,12,1,0,0,yahoo.co.uk,1,0,0,198.145.215.130,45005,39.55,-84.3
M7CEL15RTH,0,0,1,Discover,Credit,Y,2,62.51700939,0,1,0,1,1,18,0,0,0,aol.com,2,0,0,9.51.41.210,70507,30.21,-92.02
MZVX3RTW1M,0,1,0,Discover,Credit,Y,1,63.39442759,0,1,0,1,1,15,0,0,0,yahoo.com,3,0,0,92.175.213.198,48221,42.38,-83.1
X2KZPOLV9O,0,0,0,Mastercard,Credit,Y,4,47.07328708,0,1,0,1,0,22,0,0,1,xmaily.com,2,0,0,197.219.232.163,32127,29.19,-81.05
SQ6CTB8COP,0,0,0,Visa,Credit,Y,6,40.58198715,0,0,0,1,1,20,0,0,0,yahoo.com,4,0,0,182.75.235.229,94005,37.68,-122.41
846Z8CL0D8,0,1,0,Discover,Credit,Y,3,85.67023408,0,1,0,1,0,9,0,0,1,outlook.com,2,1,13.76255194,202.242.251.223,11218,40.64,-73.94
RCN4GHUQ5A,0,0,0,Visa,Credit,Y,3,123.6128008,0,1,0,1,0,17,0,0,1,gotmail.net,1,0,0,197.37.106.85,68937,40.58,-99.86
1AH1MDJ883,0,0,0,Amex,Credit,Y,3,107.7813391,0,1,0,1,1,16,0,0,0,hotmail.com,1,1,12.1495858,117.118.239.145,85248,33.24,-111.96
12J8J614UR,0,0,0,Mastercard,Debit,Z,2,41.60114138,1,1,0,1,0,10,1,0,0,gmail.com,1,0,0,207.108.65.157,14621,43.16,-77.61
IBP5JM5N3V,0,0,0,Mastercard,Credit,Y,2,57.74855083,1,1,1,0,0,11,0,0,0,hotmail.com,1,0,0,201.251.170.244,44504,41.09,-80.64
4ANQREMFK3,0,0,0,Visa,Debit,N,4,32.47569054,0,1,0,1,0,7,0,0,0,outlook.com,3,1,12.98501098,215.8.170.167,28655,35.74,-81.69
0BIF9MEMNB,0,0,0,Amex,Credit,Y,2,67.21978437,0,0,0,1,1,10,0,1,0,aol.com,2,0,0,192.189.62.47,2721,41.71,-71.1
KJERBXB26M,0,0,1,Amex,Credit,Z,4,16.01717372,0,1,0,1,1,9,0,0,0,outlook.com,1,0,0,131.98.28.121,13809,42.42,-75.38
FBONTZKHEW,0,0,0,Mastercard,Debit,Y,4,241.2104672,0,0,0,1,1,11,1,0,0,gmail.com,3,1,6.806312015,43.206.10.201,31313,31.83,-81.59
I54FV632WW,0,0,0,Visa,Other,Y,3,72.87883252,0,1,0,1,0,16,0,0,0,yopmail.com,3,1,4.126039522,81.51.36.46,72113,34.85,-92.41
K880WEV3IF,0,1,0,Amex,Credit,Y,1,49.13619268,0,1,0,1,0,11,0,0,0,gmail.com,3,0,0,128.75.247.158,32211,30.33,-81.65
IOTOVTFE4L,0,0,1,Visa,Credit,Y,5,107.5975269,0,1,0,1,0,20,0,0,0,gmail.com,1,0,0,186.149.56.124,60451,41.51,-87.98
ENC61JDSG8,0,1,0,Amex,Credit,A,2,71.80292821,1,1,0,1,1,14,0,0,1,att.net,2,1,7.222504578,200.61.30.231,77389,30.06,-95.38
8XOCGFVV6D,0,1,0,Amex,Credit,Y,4,50.63751279,0,1,0,1,0,11,0,0,0,yahoo.co.uk,1,1,2.250191573,64.52.0.164,60914,41.16,-87.88
N10ARIAE9J,0,1,0,Diners Club,Other,Z,4,41.37288993,0,1,1,1,1,20,0,0,0,yahoo.co.uk,3,0,0,95.215.177.28,83406,43.43,-111.89
1NOHQYQWWF,0,0,1,JCB,Credit,Y,4,34.60668145,0,1,0,1,0,13,0,1,0,outlook.com,2,0,0,204.229.22.75,7728,40.25,-74.27
JVXWE5Q6JO,0,1,0,Mastercard,Credit,Y,3,49.74283412,1,1,0,1,0,11,0,0,0,aol.com,2,0,0,213.171.177.45,85048,33.28,-112.03
Q440JSFY65,0,1,0,Visa,Credit,A,3,93.30862464,1,1,0,1,0,16,0,1,0,gmail.com,2,1,119.4926134,202.192.247.65,27910,36.28,-76.98
YPOWDJMA4X,0,0,0,Visa,Other,Y,2,22.61521034,0,1,0,1,1,22,0,0,0,gmail.com,1,0,0,204.93.29.70,92596,33.63,-117.07
DFGHAWA7HQ,0,0,0,Mastercard,Other,Y,2,149.1260021,0,1,0,1,1,13,0,0,1,gmail.com,1,0,0,162.172.44.89,95125,37.29,-121.88
21GOBJ6RSJ,0,0,0,Discover,Credit,Y,6,59.0722853,0,1,0,1,0,15,1,0,0,yahoo.com,1,1,22.61463655,55.191.234.8,86404,34.61,-114.3
3ROGZSXWIU,89.47436192,0,1,Other,Credit,Y,2,44.73718096,0,1,1,1,1,15,0,0,1,yahoo.com,3,1,11.59738696,158.171.217.109,64112,39.09,-94.58
TQSUKOQGYB,0,0,0,Amex,Credit,Y,1,61.62465229,1,0,0,1,1,19,0,1,0,yahoo.com,2,1,4.34411722,87.48.103.242,77386,30.06,-95.38
INO7KZWOQQ,0,0,0,Amex,Credit,Y,3,50.00402321,0,1,0,1,0,15,0,0,0,outlook.com,2,1,4.20383597,147.99.106.161,27513,35.78,-78.79
YXENN4KDXG,0,0,0,Amex,Credit,Z,3,66.93402488,0,1,0,1,0,17,0,0,0,hotmail.com,1,0,0,154.0.210.37,53130,42.94,-88.04
RWSDJFBXP1,0,0,0,Mastercard,Credit,Y,2,64.51008278,0,1,0,1,0,17,0,1,1,hotmail.com,1,1,18.07597587,223.36.218.154,42101,36.97,-86.44
AUXDZ4UGZX,0,0,0,Diners Club,Credit,N,4,16.12629572,0,1,0,1,0,19,0,0,0,aol.com,3,0,0,141.54.93.119,97702,43.98,-121.27
HN6E1POSET,0,0,0,Amex,Credit,Y,2,71.03139668,0,1,0,1,0,12,0,1,0,yahoo.com,3,1,17.26289465,77.142.82.170,77445,30.09,-96.08
CZL3W46F31,0,0,0,Mastercard,Credit,Y,3,82.92861593,0,1,0,1,0,16,1,0,0,yahoo.com,1,0,0,130.135.61.207,53963,43.63,-88.73
XRPIUA8TZP,0,1,0,Amex,Credit,Y,4,131.3597324,0,1,0,1,1,15,0,0,0,hotmail.com,3,1,4.120250406,201.180.249.245,14424,42.88,-77.28
VBK84R3QU1,0,0,0,Mastercard,Credit,A,2,121.6737627,0,1,0,1,0,10,0,0,0,outlook.com,1,1,63.40313139,107.34.160.0,66542,39,-95.53
QIA6UAIV0Y,0,0,0,Visa,Debit,Y,2,170.1937469,0,0,0,1,1,14,0,0,1,yahoo.co.uk,3,0,0,198.205.60.208,60062,42.12,-87.83
0SL5V5W7CN,0,0,0,Amex,Credit,A,3,116.8056716,0,1,0,1,1,18,0,1,0,gmail.com,4,0,0,117.142.9.91,35810,34.7,-86.62
1L2MB246QA,0,1,0,Amex,Credit,Y,4,76.77009135,0,1,0,0,0,17,0,0,0,gmail.com,3,0,0,174.151.100.161,27265,35.98,-79.99
VTRLQ0LRA3,0,1,0,Visa,Credit,Y,3,54.80874149,0,1,0,1,0,16,0,0,0,yahoo.com,1,0,0,209.232.194.113,43113,39.6,-82.93
UZTAYLD7ZD,0,0,0,Mastercard,Credit,Z,2,11.76614236,0,1,0,1,0,16,1,0,1,gotmail.net,1,1,15.43492096,85.55.168.176,20121,38.84,-77.44
HHBI4LTKBB,0,0,0,Visa,Credit,Z,3,24.25646439,0,1,0,1,1,24,0,0,1,yopmail.com,2,0,0,211.36.108.89,60538,41.72,-88.34
HIO0B0LUW9,0,0,0,Amex,Credit,A,3,15.95217831,1,1,0,1,1,15,1,1,0,yopmail.com,2,1,23.97239413,34.174.3.69,18976,40.25,-75.14
