row_id,Partition,Cross-Validation Prediction,PredictedLabel
82,3.0,0.0005085238878855027,0
83,Holdout,0.43212779392504985,0
84,Holdout,0.0017711286781128158,0
85,Holdout,0.04549574954959758,0
86,0.0,0.29595629347318336,0
87,0.0,0.32005890734807374,0
88,0.0,0.0015978978250637882,0
89,3.0,0.0013166430761585464,0
90,3.0,0.0006601598394752801,0
91,3.0,0.0020947410921581425,0
92,Holdout,0.14387153601083238,0
93,3.0,0.002542054622265711,0
94,1.0,0.00241752539731406,0
95,2.0,0.009836685821419004,0
96,4.0,0.009399883767904437,0
97,Holdout,0.002296670353478367,0
98,3.0,0.0019968336669420974,0
99,1.0,0.0014407483292121464,0
100,1.0,0.0016961543254155232,0
101,0.0,0.0013992993220650536,0
102,2.0,0.0027063848534629874,0
103,Holdout,0.0006835069822367632,0
104,1.0,0.02956015265033778,0
105,0.0,0.0012732596831132679,0
106,2.0,0.0016978787384962688,0
107,2.0,0.0013688545123494225,0
108,2.0,0.11983239168633775,0
109,2.0,0.29595337354859746,0
110,3.0,0.003341108914671782,0
111,1.0,0.0023958264054398247,0
112,Holdout,0.0009095980968589228,0
113,4.0,0.002764126224324937,0
114,2.0,0.00492917022606232,0
115,2.0,0.002287246987306797,0
116,4.0,0.07701179802648395,0
117,0.0,0.0038752120900028384,0
118,3.0,0.005709825957435884,0
119,2.0,0.0013626504483758197,0
120,2.0,0.016558483264751126,0
121,4.0,0.001329309033002725,0
122,2.0,0.0007479118486236732,0
123,2.0,0.0009452736575115397,0
124,4.0,0.0015546874723020147,0
125,3.0,0.0026825702951872752,0
126,Holdout,0.0024688679998641693,0
127,4.0,0.0008073144497336734,0
128,2.0,0.001479404620741662,0
129,4.0,0.07769739614452446,0
130,4.0,0.16995257645579062,0
131,2.0,0.00578003028333958,0
132,Holdout,0.0021253954242851894,0
133,2.0,0.0016307513286224883,0
134,4.0,0.003251498222941563,0
135,Holdout,0.002015138803281522,0
136,Holdout,0.0012621330064721634,0
137,Holdout,0.0015005466943596773,0
138,Holdout,0.07604795173964064,0
139,3.0,0.09754857516855368,0
140,3.0,0.0024800863891240414,0
141,Holdout,0.0037414137467161428,0
142,1.0,0.001972503443774024,0
143,3.0,0.00136538398490896,0
144,3.0,0.0015769886056932953,0
145,3.0,0.001084267705416008,0
146,3.0,0.0013413394339210905,0
147,3.0,0.002448785951867864,0
148,Holdout,0.0010294662553886561,0
149,2.0,0.062368850586318164,0
150,3.0,0.0006879083531062101,0
151,1.0,0.11150136199709103,0
152,3.0,0.2422644752673944,0
153,3.0,0.0010794173454951252,0
154,0.0,0.0017417095535850835,0
155,Holdout,0.0008867247632432153,0
156,3.0,0.0005566225500184699,0
157,2.0,0.0062962797893651905,0
158,Holdout,0.002540552391230861,0
159,4.0,0.0011870703281877649,0
160,Holdout,0.0020349048040747587,0
161,0.0,0.0021398269240913742,0
162,2.0,0.003628358824762695,0
163,3.0,0.14925375609661096,0
164,1.0,0.0031437303352187134,0
165,1.0,0.00299557081391542,0
166,2.0,0.0020017062931962787,0
167,0.0,0.0035357639096407823,0
168,1.0,0.14678054285354653,0
169,0.0,0.0037492667010924304,0
170,0.0,0.3052434389954159,0
171,0.0,0.0023024363486029847,0
172,4.0,0.002022858180271683,0
173,3.0,0.003295155147585527,0
174,4.0,0.0028604904453749603,0
175,2.0,0.016316378874415997,0
176,1.0,0.0014704215076764785,0
177,4.0,0.0008090406882417592,0
178,Holdout,0.01329162028687917,0
179,2.0,0.15793354223750658,0
180,Holdout,0.004078327144783418,0
181,0.0,0.3535887746769137,0
182,2.0,0.2071041321269241,0
183,Holdout,0.009218864641232317,0
184,Holdout,0.0012849806500966623,0
185,1.0,0.0011776473764183136,0
186,3.0,0.0035092144887499343,0
187,4.0,0.002963254556035449,0
188,1.0,0.003569665399410305,0
189,3.0,0.12758054526353665,0
190,4.0,0.0024786473461396426,0
191,3.0,0.003038876754742554,0
192,0.0,0.0011986578696813505,0
193,4.0,0.00165067118813457,0
194,4.0,0.002509041971044225,0
195,0.0,0.0045890454792581565,0
196,0.0,0.0022375005969164485,0
197,Holdout,0.002719209064307013,0
198,2.0,0.0024921082599195575,0
199,4.0,0.004280315213049261,0
200,4.0,0.09184228461974164,0
201,3.0,0.0023514756373361804,0
202,1.0,0.02776235345210217,0
203,1.0,0.09172617448954894,0
204,0.0,0.019205167812166836,0
205,4.0,0.008526550326744847,0
206,1.0,0.00089560088391462,0
207,2.0,0.00281010577632868,0
208,3.0,0.013322176225711085,0
209,0.0,0.0018043372240966402,0
210,Holdout,0.0016776365844270787,0
211,2.0,0.0017907055288543987,0
212,Holdout,0.012265840928134562,0
213,1.0,0.0016816322202969714,0
214,Holdout,0.0013299885688403824,0
215,1.0,0.002014343867723055,0
216,3.0,0.010203327292694716,0
217,3.0,0.02050711474232539,0
218,Holdout,0.008395327857334805,0
219,Holdout,0.0008908507523128963,0
220,0.0,0.00328280316712562,0
221,4.0,0.002410661243669714,0
222,4.0,0.00387651069103181,0
223,Holdout,0.0009658579524392554,0
224,2.0,0.4942718670044371,0
225,3.0,0.0009518147355626706,0
226,3.0,0.0019837756231586975,0
227,4.0,0.001166805243662862,0
228,3.0,0.009039261717227954,0
229,0.0,0.0012802619196730623,0
230,2.0,0.0005977979287538953,0
231,Holdout,0.20423313497454026,0
232,3.0,0.1740649097686416,0
233,Holdout,0.002196157925214756,0
234,3.0,0.0012607232235946572,0
235,4.0,0.0004976886453601641,0
236,2.0,0.002309321277943359,0
237,3.0,0.0007057472646401253,0
238,0.0,0.002837536697440846,0
239,0.0,0.007297809631437166,0
240,1.0,0.0012024855526415197,0
241,4.0,0.17521856217306864,0
242,4.0,0.0014851393548249716,0
243,2.0,0.0016571678404695323,0
244,Holdout,0.003244096247365398,0
245,1.0,0.0221377706196349,0
246,3.0,0.002361153351766513,0
247,3.0,0.00044024454121790346,0
248,0.0,0.003158386878018914,0
249,Holdout,0.18102223280077703,0
250,1.0,0.0006000529877733447,0
251,2.0,0.0010188814456779985,0
252,2.0,0.0014423975259441084,0
253,1.0,0.004786754456723693,0
254,Holdout,0.002425462360388008,0
255,4.0,0.003085116035704106,0
256,4.0,0.0031049352663596423,0
257,2.0,0.0018861102520529428,0
258,4.0,0.0038085934501032774,0
259,Holdout,0.002371534249239532,0
260,3.0,0.1119160179459971,0
261,Holdout,0.0023094601200749068,0
262,Holdout,0.0013721551672812116,0
263,0.0,0.002139259601114239,0
264,0.0,0.0011808974081320188,0
265,2.0,0.002327165803371246,0
266,4.0,0.0019635847357565447,0
267,Holdout,0.19735186129016216,0
268,0.0,0.0007478375985762623,0
269,Holdout,0.017366476837035728,0
270,0.0,0.07138905666486242,0
271,2.0,0.3221773315949783,0
272,2.0,0.00107994131988045,0
273,4.0,0.0014638191106937214,0
274,2.0,0.0014139818241150183,0
275,3.0,0.0016122791146824724,0
276,2.0,0.0016813032756471489,0
277,2.0,0.0029776460439008886,0
278,3.0,0.0009157178219425194,0
279,0.0,0.0029556696184201564,0
280,2.0,0.07214870849031546,0
281,2.0,0.0005761218049996049,0
282,0.0,0.00921879574763764,0
283,1.0,0.0012349686534040166,0
284,3.0,0.0012655627292110535,0
285,Holdout,0.003943778107096679,0
286,Holdout,0.0011689269154258632,0
287,0.0,0.0006183426682610995,0
288,3.0,0.0027400091959792383,0
289,1.0,0.0018761514990789452,0
290,1.0,0.0010956959591258905,0
291,Holdout,0.1414233869944866,0
292,3.0,0.004729645065244294,0
293,3.0,0.00103834283580757,0
294,0.0,0.002374746409784178,0
295,0.0,0.006691270349174495,0
296,Holdout,0.0016143619952487481,0
297,0.0,0.0021275169711209873,0
298,0.0,0.0013630044044472427,0
299,Holdout,0.0016317370888548567,0
300,1.0,0.0012449443260425656,0
301,Holdout,0.0019036697471549084,0
302,1.0,0.0021182098225216235,0
303,4.0,0.0023145403296596276,0
304,Holdout,0.0011987403123529129,0
305,0.0,0.0017917563638641498,0
306,1.0,0.0019008749157766601,0
307,1.0,0.0007654737158174945,0
308,4.0,0.0011258817093790763,0
309,4.0,0.0007996317143806165,0
310,Holdout,0.0014119333459028526,0
311,Holdout,0.0015342823279000583,0
312,4.0,0.002329726303498246,0
313,1.0,0.0026415171876551934,0
314,3.0,0.0032963619039663105,0
315,Holdout,0.002518386929966744,0
316,3.0,0.014246885074548988,0
317,0.0,0.005783963883421533,0
318,Holdout,0.0015536863349200729,0
319,4.0,0.0052737109454893275,0
320,4.0,0.0013035012093451845,0
321,2.0,0.0022359059276216282,0
322,1.0,0.001561348901217936,0
323,Holdout,0.0029332349812428503,0
324,Holdout,0.002355312234198439,0
325,1.0,0.0019134678860478573,0
326,2.0,0.0024916422238435232,0
327,0.0,0.006214008360477322,0
328,4.0,0.0024182811914877575,0
329,Holdout,0.001660458428459419,0
330,1.0,0.14632623777127987,0
331,4.0,0.00951463119107452,0
332,0.0,0.0009672323472768381,0
333,4.0,0.0016412467949626875,0
334,Holdout,0.005691761190883842,0
335,Holdout,0.0007965971836001803,0
336,0.0,0.003065153791026708,0
337,4.0,0.001178128830520027,0
338,1.0,0.015005663438545324,0
339,Holdout,0.0023982860411236283,0
340,4.0,0.002195440651694772,0
341,Holdout,0.0011925179215217458,0
342,Holdout,0.0008827908465989127,0
343,2.0,0.0022784680375782015,0
344,4.0,0.0004832136221577704,0
345,2.0,0.053842102325619395,0
346,1.0,0.0010568485589144212,0
347,0.0,0.062164050358785694,0
348,2.0,0.011328121577877017,0
349,0.0,0.001187097445510584,0
350,3.0,0.0027133583351195045,0
351,Holdout,0.1525940260055669,0
352,Holdout,0.0013055991537951435,0
353,3.0,0.0007600143673003687,0
354,2.0,0.012026237032772625,0
355,2.0,0.0026074927515052186,0
356,0.0,0.011676879589069742,0
357,4.0,0.010715515870604778,0
358,1.0,0.0016241272065024262,0
359,3.0,0.003066920073408442,0
360,Holdout,0.0032253629799558806,0
361,Holdout,0.0015311373597037589,0
362,Holdout,0.001445525616922953,0
363,2.0,0.006817810233513093,0
364,2.0,0.001616236166018931,0
365,2.0,0.0021187210743832036,0
366,4.0,0.006604873765304933,0
367,1.0,0.004107754928965648,0
368,Holdout,0.002742362639754498,0
369,3.0,0.0024016389620957553,0
370,2.0,0.002361668357746075,0
371,4.0,0.001481727005192294,0
372,1.0,0.16979045145089197,0
373,0.0,0.007472219473955644,0
374,1.0,0.0007711840803132185,0
375,1.0,0.0019232902986434834,0
376,4.0,0.005618414813551786,0
377,Holdout,0.0014161926385517275,0
378,0.0,0.00384210713819445,0
379,2.0,0.0029965359320789646,0
380,3.0,0.001233834161295898,0
381,0.0,0.001751357936494398,0
382,3.0,0.007972575669081102,0
383,4.0,0.04532246679199667,0
384,3.0,0.0052201665656147886,0
385,1.0,0.0012369502607734236,0
386,Holdout,0.0009800629100286309,0
387,Holdout,0.04887292387021407,0
388,2.0,0.42937039397101123,0
389,2.0,0.0034810407093243804,0
390,4.0,0.5172694467573953,1
391,1.0,0.0014174601506788305,0
392,3.0,0.0030561421915622946,0
393,4.0,0.0024942422724666086,0
394,Holdout,0.18611148754993642,0
395,3.0,0.0010561605250731308,0
396,2.0,0.003565638310300321,0
397,0.0,0.000977654193392924,0
398,3.0,0.0015812141917572711,0
399,3.0,0.0011726707416399845,0
400,1.0,0.0009904313820484948,0
401,0.0,0.01574432241070195,0
402,0.0,0.0017864998637304255,0
403,Holdout,0.0014198584630427489,0
404,2.0,0.0018395642581550949,0
405,2.0,0.004624355914715733,0
406,1.0,0.02319585835442775,0
407,2.0,0.0018837196466997997,0
408,Holdout,0.035429467719818024,0
409,Holdout,0.003075802848222254,0
410,1.0,0.0036431748039734554,0
411,Holdout,0.12528514757895176,0
412,2.0,0.19167741059843552,0
413,2.0,0.0019750858687760265,0
414,1.0,0.0008978539373458346,0
415,1.0,0.0017995685538133525,0
416,4.0,0.08125285223522356,0
417,3.0,0.0024658399645920083,0
418,0.0,0.0013942318738989475,0
419,3.0,0.16318798728613643,0
420,4.0,0.033117329964553306,0
421,Holdout,0.002199203363008332,0
422,2.0,0.004436284725654351,0
423,4.0,0.0015777517821873495,0
424,3.0,0.002439904907317669,0
425,3.0,0.0014301194607603306,0
426,3.0,0.003077240822221075,0
427,0.0,0.0007844526370187698,0
428,1.0,0.0028632565849404496,0
429,1.0,0.0011100605891663925,0
430,2.0,0.30185715004372526,0
431,4.0,0.19398071499708122,0
432,3.0,0.001547325537905089,0
433,4.0,0.0010589751125782256,0
434,4.0,0.0009906397893953355,0
435,0.0,0.001369858004827843,0
436,1.0,0.00353835528948722,0
437,4.0,0.002945854102371904,0
438,2.0,0.011927823022996777,0
439,1.0,0.001068319740574799,0
440,3.0,0.0015241252553064852,0
441,3.0,0.003355149191975879,0
442,3.0,0.0026400663634193597,0
443,Holdout,0.003747918648847615,0
444,4.0,0.000901426532828754,0
445,3.0,0.0016866329286696023,0
446,Holdout,0.25776997162251686,0
447,2.0,0.0009089738935420378,0
448,1.0,0.002415716839421961,0
449,4.0,0.0021780966108670106,0
450,3.0,0.00896297968722266,0
451,4.0,0.0014305935174651334,0
452,3.0,0.0015868534199745038,0
453,Holdout,0.009535711396504094,0
454,3.0,0.0010128465040108862,0
455,0.0,0.007960303229414815,0
456,0.0,0.0007335718788157537,0
457,2.0,0.08154721243329557,0
458,2.0,0.001387479377261959,0
459,3.0,0.0010174190155589236,0
460,Holdout,0.002053396792062187,0
461,4.0,0.0009893269253195868,0
462,2.0,0.0006875408948181453,0
463,Holdout,0.0009670669325387218,0
464,Holdout,0.001311075684505908,0
465,Holdout,0.004432806295325625,0
466,Holdout,0.0022642742560223085,0
467,2.0,0.1914630334766244,0
468,4.0,0.0013068773072169818,0
469,Holdout,0.0016590137023626144,0
470,3.0,0.0026363341081861013,0
471,4.0,0.1825208139040775,0
472,4.0,0.0010496452293544134,0
473,1.0,0.001213625648801416,0
474,4.0,0.525067194338933,1
475,Holdout,0.0014685305023343987,0
476,1.0,0.004228596516925303,0
477,1.0,0.0028837890670295628,0
478,Holdout,0.004763278254176798,0
479,4.0,0.002457085650366583,0
480,2.0,0.0006445226993173252,0
481,1.0,0.004313484115126554,0
482,Holdout,0.0017347685452072928,0
483,Holdout,0.002178336974419412,0
484,0.0,0.0008076942741553196,0
485,1.0,0.03680480167333494,0
486,1.0,0.025238876992744345,0
487,2.0,0.001509138567321245,0
488,1.0,0.001934818891668536,0
489,1.0,0.0010985982077149378,0
490,3.0,0.0012163773297159811,0
491,Holdout,0.00179145822327499,0
492,Holdout,0.0020679600104959186,0
493,3.0,0.010745739803565751,0
494,2.0,0.001917994891755458,0
495,Holdout,0.0015625470559862463,0
496,4.0,0.0018195879695362507,0
497,2.0,0.0014075150316974188,0
498,3.0,0.0004509995925690902,0
499,3.0,0.0018281834471322335,0
500,Holdout,0.0011831843378998569,0
501,2.0,0.0004983782575416257,0
502,0.0,0.005305096590233087,0
503,1.0,0.0034931080872657593,0
504,2.0,0.002092558029573338,0
505,Holdout,0.001929303270097848,0
506,2.0,0.26062758581160367,0
507,Holdout,0.0016931626466355734,0
508,Holdout,0.001524355398040829,0
509,Holdout,0.0038885766717633094,0
510,Holdout,0.0017307736775077304,0
511,3.0,0.0023747481860358324,0
512,0.0,0.3186839852269817,0
513,4.0,0.0006941430779739162,0
514,4.0,0.002416824122877701,0
515,3.0,0.0006879172179141052,0
516,1.0,0.0015629153724548335,0
517,1.0,0.0010362102122265183,0
518,3.0,0.0012779289849884801,0
519,0.0,0.0020285032905570663,0
520,Holdout,0.007372597326661441,0
521,3.0,0.002957321374573142,0
522,2.0,0.0012411213498868794,0
523,0.0,0.0032254099332071,0
524,1.0,0.001774792497682044,0
525,2.0,0.007382279016880486,0
526,Holdout,0.002359883190335215,0
527,2.0,0.0025300911350318914,0
528,3.0,0.02621725635319496,0
529,2.0,0.006322913547437885,0
530,0.0,0.0024315029938866838,0
531,Holdout,0.05369057254856396,0
532,1.0,0.0020400408753116638,0
533,4.0,0.003595597920130309,0
534,2.0,0.0027199451506133322,0
535,2.0,0.003294860556523109,0
536,0.0,0.001097365049307016,0
537,4.0,0.0009518459910363941,0
538,4.0,0.0010496284464994597,0
539,Holdout,0.0004775921677661066,0
540,4.0,0.008178716790901663,0
541,2.0,0.002203985427421218,0
542,0.0,0.00145946822470041,0
543,3.0,0.0018008714334297907,0
544,4.0,0.0016349424336100221,0
545,Holdout,0.001965808931602495,0
546,0.0,0.0025579522187194974,0
547,4.0,0.0022559546816247537,0
548,1.0,0.0012117261638170825,0
549,3.0,0.009528044649038002,0
550,3.0,0.0013086702386138549,0
551,4.0,0.0010017457791507453,0
552,1.0,0.003802587884187068,0
553,0.0,0.003074630160586243,0
554,3.0,0.0011465983169307963,0
555,3.0,0.0006007727615423049,0
556,3.0,0.0016557302514631608,0
557,3.0,0.0036086752300896812,0
558,4.0,0.0024902544560275732,0
559,1.0,0.002137750523269188,0
560,4.0,0.0006626185854272027,0
561,2.0,0.0031347784932805787,0
562,Holdout,0.010424144824708693,0
563,2.0,0.0011818723363292618,0
564,3.0,0.004773862973706109,0
565,2.0,0.01360662359537044,0
566,1.0,0.013696617631344693,0
567,Holdout,0.0008791569948232015,0
568,0.0,0.002164166643322241,0
569,0.0,0.34348912986842794,0
570,2.0,0.0013551709672165657,0
571,Holdout,0.01365904601931723,0
572,4.0,0.0006002455993393752,0
573,1.0,0.0036930279908198274,0
574,2.0,0.0017942962251638593,0
575,Holdout,0.0035489231687671793,0
576,4.0,0.001997341545375954,0
577,Holdout,0.0013093994170132433,0
578,4.0,0.001514725712764598,0
579,2.0,0.07984708107762888,0
580,0.0,0.0020913459114871905,0
581,1.0,0.0009075302600001115,0
582,4.0,0.002144782896294397,0
583,0.0,0.0046273081784087705,0
584,1.0,0.0006506839031812194,0
585,Holdout,0.0006393284669568796,0
586,3.0,0.0031555839197703276,0
587,1.0,0.0059210951823084395,0
588,0.0,0.011736252376709218,0
589,0.0,0.000440215558484631,0
590,3.0,0.003956733956729277,0
591,3.0,0.0018508308454215081,0
592,2.0,0.0016968124256083233,0
593,2.0,0.004799556794642514,0
594,3.0,0.0028312801715867876,0
595,0.0,0.0029939309824288047,0
596,2.0,0.0005205993877826129,0
597,2.0,0.10785823683096617,0
598,2.0,0.0035351070400241997,0
599,1.0,0.0004566606814253998,0
600,1.0,0.13535670330932173,0
601,3.0,0.0013401394324008588,0
602,4.0,0.0007351292618685789,0
603,4.0,0.01107642903879406,0
604,Holdout,0.0012818729102137213,0
605,1.0,0.0008462411098938402,0
606,Holdout,0.0010333668294167475,0
607,Holdout,0.0015165095117434804,0
608,4.0,0.002633944782429161,0
609,1.0,0.0009321610511833188,0
610,1.0,0.0035159300587000904,0
611,1.0,0.0029285234907132944,0
612,0.0,0.0016293740539230774,0
613,Holdout,0.003040560943878229,0
614,Holdout,0.0025214250849270566,0
615,4.0,0.003648873672861046,0
616,2.0,0.01036979352633974,0
617,0.0,0.0010428735746603527,0
618,Holdout,0.0010947236898796533,0
619,3.0,0.0013222370543162956,0
620,3.0,0.0012871855497978385,0
621,Holdout,0.0012037183640358762,0
622,3.0,0.0012739869976293517,0
623,0.0,0.0009279814999610505,0
624,1.0,0.1450639769249015,0
625,0.0,0.0024501369385427313,0
626,2.0,0.23939140954221638,0
627,Holdout,0.013975987254292006,0
628,1.0,0.002911350306976051,0
629,4.0,0.000733668232893247,0
630,3.0,0.006907550561216433,0
631,1.0,0.003318394470688291,0
632,0.0,0.0010195022313280737,0
633,4.0,0.0029967261978179915,0
634,4.0,0.018905003630580258,0
635,2.0,0.003307399397566614,0
636,1.0,0.001057784063204342,0
637,2.0,0.004623945240229208,0
638,1.0,0.003299324428132651,0
639,1.0,0.001313137220964931,0
640,Holdout,0.0018411240179349376,0
641,4.0,0.0008107290129433,0
642,0.0,0.0028651209433486467,0
643,1.0,0.002815565606563151,0
644,0.0,0.0007973678502265225,0
645,2.0,0.0008552213847407681,0
646,1.0,0.08332226208814315,0
647,4.0,0.0014199138354092779,0
648,Holdout,0.09244943660422696,0
649,0.0,0.0006144559919678612,0
650,0.0,0.0037207868530867326,0
651,3.0,0.0014545596180562611,0
652,Holdout,0.005164201253046392,0
653,1.0,0.011455216906813028,0
654,0.0,0.017727755435696154,0
655,3.0,0.000733439438264959,0
656,2.0,0.0042007243510689355,0
657,3.0,0.0005184733994030003,0
658,Holdout,0.0026343757528376633,0
659,0.0,0.0009090735510446447,0
660,3.0,0.004348036399909576,0
661,1.0,0.05503166423185222,0
662,0.0,0.017947822367327056,0
663,0.0,0.21068380477388998,0
664,0.0,0.001894686457374272,0
665,Holdout,0.002251641982366055,0
666,2.0,0.001966080477159715,0
667,Holdout,0.0025175833260351215,0
668,2.0,0.0018456887153941153,0
669,Holdout,0.003998729946947811,0
670,2.0,0.10032780444095343,0
671,3.0,0.0018062378006628087,0
672,3.0,0.0015594552884332683,0
673,Holdout,0.002416617316518044,0
674,Holdout,0.012251952597525727,0
675,2.0,0.0029066487814336287,0
676,Holdout,0.0015260439730233367,0
677,2.0,0.014420609499325525,0
678,2.0,0.007594748585001289,0
679,3.0,0.0013587214267607203,0
680,4.0,0.0013352456169675275,0
681,2.0,0.002287037562390431,0
682,3.0,0.028092766507152745,0
683,Holdout,0.005442873550526206,0
684,0.0,0.0007957111727341134,0
685,0.0,0.000865085959059074,0
686,3.0,0.002875499281647677,0
687,0.0,0.0011132579119591964,0
688,1.0,0.0016860570896957282,0
689,4.0,0.0005807058752322756,0
690,1.0,0.003629331818430219,0
691,Holdout,0.005633284234361769,0
692,1.0,0.009611488256899873,0
693,3.0,0.00113209372402524,0
694,Holdout,0.2843852303494098,0
695,3.0,0.0028199636987216825,0
696,1.0,0.0006877535051191698,0
697,1.0,0.0017364053947198843,0
698,1.0,0.001611157924371995,0
699,2.0,0.0020248249802669737,0
700,4.0,0.013454139329617892,0
701,Holdout,0.0033298772497292934,0
702,4.0,0.0031055355152260866,0
703,Holdout,0.001675829208209681,0
704,3.0,0.0019695131840311484,0
705,Holdout,0.0017673342316555825,0
706,1.0,0.0007305079921456636,0
707,3.0,0.001352670243657212,0
708,3.0,0.0013337582476133083,0
709,3.0,0.0007053770908350698,0
710,2.0,0.0011041900548482255,0
711,3.0,0.001066863734628456,0
712,2.0,0.00090648341424256,0
713,2.0,0.0010123632934644297,0
714,4.0,0.0012948353407628245,0
715,3.0,0.002111031724008668,0
716,4.0,0.08568960902539216,0
717,Holdout,0.0014249433350216583,0
718,Holdout,0.001532235957462868,0
719,2.0,0.004306202846290644,0
720,2.0,0.0012924846453910897,0
721,Holdout,0.0010241759332801112,0
722,4.0,0.0011082235558892543,0
723,4.0,0.0026698174168816955,0
724,0.0,0.001107231961399969,0
725,0.0,0.10923426398919459,0
726,Holdout,0.001569297135280693,0
727,1.0,0.000775220914721322,0
728,1.0,0.36971939624512357,0
729,3.0,0.0028150165455223895,0
730,Holdout,0.0008754323143809469,0
731,1.0,0.0007891954037206578,0
732,3.0,0.0007870481809714826,0
733,Holdout,0.0029987414199617968,0
734,Holdout,0.07464733975540078,0
735,3.0,0.0015018336918993529,0
736,Holdout,0.007812650272167128,0
737,0.0,0.0009462074024602431,0
738,Holdout,0.0006475415427788121,0
739,1.0,0.0004927914856924689,0
740,3.0,0.0006137917116742948,0
741,3.0,0.0027024248978085473,0
742,Holdout,0.0012017287047861318,0
743,2.0,0.001414183811000351,0
744,1.0,0.0008386146958582214,0
745,Holdout,0.0016915877312047988,0
746,2.0,0.0033703475805865477,0
747,1.0,0.001775240131361679,0
748,Holdout,0.0011536257578693874,0
749,1.0,0.0009645942811399903,0
750,3.0,0.001641616663658298,0
751,1.0,0.0007168741637219991,0
752,4.0,0.0012942838983077195,0
753,0.0,0.009702899127609793,0
754,2.0,0.001386071499093271,0
755,Holdout,0.0005014827614729376,0
756,3.0,0.004082174659650341,0
757,Holdout,0.008466440775804622,0
758,1.0,0.0009325052936735377,0
759,Holdout,0.0005886508925894602,0
760,2.0,0.0010531220843916973,0
761,3.0,0.0009743473362206237,0
762,Holdout,0.0008533598311486339,0
763,1.0,0.003622544124942601,0
764,3.0,0.001002323769899181,0
765,4.0,0.0017408337940586155,0
766,2.0,0.0017691193125735298,0
767,0.0,0.0010190423568043065,0
768,4.0,0.0026607683431733448,0
769,2.0,0.0009385130252533017,0
770,0.0,0.0005083507830196907,0
771,2.0,0.0007639223479341189,0
772,4.0,0.0021372311649741045,0
773,3.0,0.0007334535077547253,0
774,4.0,0.0009637025707914331,0
775,1.0,0.04264865638770873,0
776,3.0,0.001799265878248837,0
777,1.0,0.0008876081058674046,0
778,2.0,0.0010795540753967307,0
779,0.0,0.0016460170406660134,0
780,Holdout,0.0022871263988632254,0
781,1.0,0.0009447624610663174,0
782,3.0,0.002294869824902605,0
783,3.0,0.0012721469917517086,0
784,0.0,0.0012318262214284744,0
785,3.0,0.2753004557774752,0
